Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,,,,
J,"Borthwick, Alistair G. L.",,,,,,,,,,Marine Renewable Energy Seascape,,,,,,,,ENGINEERING,,,,2,1,,,69,78,,,,10.1016/J.ENG.2016.01.011,,,,,,,Review,MAR 2016,2016,"Energy production based on fossil fuel reserves is largely responsible for carbon emissions, and hence global warming. The planet needs concerted action to reduce fossil fuel usage and to implement carbon mitigation measures. Ocean energy has huge potential, but there are major interdisciplinary problems to be overcome regarding technology, cost reduction, investment, environmental impact, governance, and so forth. This article briefly reviews ocean energy production from offshore wind, tidal stream, ocean current, tidal range, wave, thermal, salinity gradients, and biomass sources. Future areas of research and development are outlined that could make exploitation of the marine renewable energy (MRE) seascape a viable proposition; these areas include energy storage, advanced materials, robotics, and informatics. The article concludes with a sustainability perspective on the MRE seascape encompassing ethics, legislation, the regulatory environment, governance and consenting, economic, social, and environmental constraints. A new generation of engineers is needed with the ingenuity and spirit of adventure to meet the global challenge posed by MRE. (C) 2016 THE AUTHORS. Published by Elsevier LTD on behalf of Chinese Academy of Engineering and Higher Education Press Limited Company. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",,,,,,,,,126,8,0,0,12,0,134,,,2095-8099,2096-0026,,,,,,,,,,"Univ Edinburgh, Sch Engn, Edinburgh EH9 3JL, Midlothian, Scotland",,,,2016-03-01,WOS:000389355500023,,,,,
J,"Collignon, Amandine; Hecq, Jean-Henri; Galgani, Francois; Collard, France; Goffart, Anne",,,,"galgani, francois/A-1973-2011; Collard, France/J-7536-2019","galgani, francois/0000-0001-8770-6054; Collard, France/0000-0002-7240-8270",,,,,Annual variation in neustonic micro- and meso-plastic particles and zooplankton in the Bay of Calvi (Mediterranean-Corsica),,,,,,,,MARINE POLLUTION BULLETIN,,,,79,1-2,,,293,298,,,,10.1016/j.marpolbul.2013.11.023,,,,,,,Article,FEB 15 2014,2014,"The annual variation in neustonic plastic particles and zooplankton was studied in the Bay of Calvi (Corsica) between 30 August 2011 and 7 August 2012. Plastic particles were classified into three size classes, small microplastics (0.2-2 mm), large microplastics (2-5 mm) and mesoplastics (5-10 mm).74% of the 38 samples contained plastic particles of varying composition: e.g. filaments, polystyrene, thin plastic films. An average concentration of 6.2 particles/100 m(2) was observed. The highest abundance values (69 particles/100 m(2)) observed occurred during periods of low offshore wind conditions. These values rose in the same order of magnitude as in previous studies in the North Western Mediterranean.The relationships between the abundance values of the size classes between zooplankton and plastic particles were then examined. The ratio for the intermediate size class (2-5 mm) reached 2.73. This would suggest a potential confusion for predators regarding planktonic prey of this size class. (C) 2013 Elsevier Ltd. All rights reserved.",,,,,,,,,184,15,0,0,151,0,207,,,0025-326X,1879-3363,,,,,,,,,,"Univ Liege, MARE Ctr, Lab Oceanol, B-4000 Liege, BelgiumSTARESO, F-20260 Calvi, FranceIFREMER, ZI FURIANI, F-20600 Bastia, France",STARESO,,,2014-04-02,WOS:000332436300048,24360334,,,,
C,"Schlecht, B.; Rosenloecher, T.; Schulze, T.",,,,,,"Brinkmann, B; Wriggers, P",,,,DETERMINING OF DESIGN LOADS FOR DRIVE TRAIN COMPONENTS OF WIND TURBINES USING THE MULTIBODY-SYSTEM SIMULATION MARINE 2013,,,,,,,,COMPUTATIONAL METHODS IN MARINE ENGINEERING V (MARINE 2013),,,,,,,,47,57,,,,,,,,,,,Proceedings Paper,2013,2013,The analysis of drivetrains operating under high dynamic loads presupposes the assembly of a detailed simulation model which is able to represent the dynamic behaviour of the drivetrain in the frequency and time domain. The assembly of a corresponding model requires a huge amount of parameters and is very time-consuming. By the disassembling of a complex structure in simple substructures an automated modelling process can be used and offers a considerable reduction of modelling time as well as an easy modification of the level of detail for each submodel. Additionally the systematically modelling procedure simplifies the exchange and the validation of models.,,,,,5th International Conference on Computational Methods in Marine Engineering5th International Conference on Computational Methods in Marine Engineering,"MAY 29-31, 2013MAY 29-31, 2013","Leuphana Univ Luneburg, Inst Nachhaltigkeitssteuerung; Leibniz Univ Hannover, Inst Kontinuumsmechanik; Int Ctr Numer Methods Engn; Tech Univ CataloniaLeuphana Univ Luneburg, Inst Nachhaltigkeitssteuerung; Leibniz Univ Hannover, Inst Kontinuumsmechanik; Int Ctr Numer Methods Engn; Tech Univ Catalonia","Hamburg, GERMANYHamburg, GERMANY",0,0,0,0,0,0,0,,,,,978-84-941407-4-7,,,,,,,,,"Tech Univ Dresden, Inst Machine Elements & Machine Design, Chair Machine Elements, D-01062 Dresden, Germany",,,,2013-01-01,WOS:000346074700003,,,,,
J,,,,,,,,,Keith Worden,,"Structural Health Monitoring of Systems of Systems: Populations, Networks and Communities",,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Jun 30 2018,2018,"One of the main contributors towards the cost of high-value engineering assets is the cost of maintenance. Taking an aircraft out of service for inspection means loss of revenue. However, if damage occurs and leads to catastrophic failure, safety and casualties are major issues. In terms of an offshore wind farm, the cost of an unscheduled visit to a remote ocean site to replace a 75m blade is exceedingly high. If one adopts an approach to maintenance where the structure of interest is monitored constantly by permanent sensors, and data processing algorithms alert the owner or user when damage is developing, one can optimise the maintenance programme for cost without sacrificing safety. If damage is detected early, repair rather than replacement can be viable.The complexity of modern structures and their challenging operating environments make it difficult to develop algorithms that can detect and identify early damage. The relevant discipline - structural health monitoring (SHM) - suffers from problems that have prevented uptake of the technology by industry. Although structural complexity makes analysis difficult, one variant of SHM - the data-based approach - shows great promise. In this case one uses machine learning techniques to diagnose damage from measured data. Data-based SHM faces a number of challenges; the first is that most data-based approaches to SHM require measured data from the structure in all possible states of damage. For a structure like an 5 MW wind turbine - it is simply not conceivable that one should damage a single one for data collection purposes, let alone many. Fortunately, if one is only interested in whether damage is present or not, this is possible using only data from the healthy condition. One builds a picture of the healthy state of the structure and then monitors for deviations. This raises a second issue with data-based SHM; if one is monitoring the structure for changes, one does not wish to be deceived by a benign change in its environmental/operational conditions - so-called 'confounding influences'.The original Fellowship aimed to solve these problems via a population-based approach to SHM modelled on the discipline of 'syndromic surveillance' (SS), which is used to detect disease outbreaks in human populations. The core of the proposed research was an intelligent database holding data across populations of structures, and an inference engine that could use damage data from an individual, to allow diagnostics on others. The original work has progressed very well; the required database was created and algorithms for inference across populations have been developed and demonstrated. Algorithms for removing confounding influences have also been created which are arguably now the state of the art. The Fellowship so far has also allowed insights into how population-based SHM can go far beyond technologies based on SS, leading to this new proposal. Very new concepts in SHM will be explored. The first idea is to extend the 'database' to an 'ontology'; ontologies encode, share and re-use domain knowledge. In a way, moving to an ontology adds a 'language centre' to the existing storage and processing; one might even think of the result as a computational brain concentrating on a specific engineering field - in this case SHM. New population-based methods are proposed. For populations of near-identical structures, the idea of the 'form' of a structure is presented. The form is created to represent all individuals in a population, if damage data are available for an individual turbine in a wind farm, they can be transferred into the form and thus allow inference across the farm. Furthermore, a general theory of populations of disparate structures will be constructed using ideas from mathematics and computation: geometry, graph theory, complex networks and machine learning. Again, the theory will allow damage data from individuals to generate insights across the population.",,,,,,,,,0,0,0,0,0,0,0,,,,,,EP/R003645/1,,,,,,,,University of Sheffield,,,,2023-12-08,GRANTS:15322481,,,,,
J,,,,,,,,,Lars Johanning,,Resilient Integrated-Coupled FOW platform design methodology (ResIn),,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Jul 02 2017,2017,"This project will enhance the design and development of floating offshore renewables, in particular offshore floating wind as commercially viable electricity infrastructure through a risk based approach allowing to build resilience against extreme events. The socio-economic challenge is the increasing energy need in emerging economies, such as China, which causes grave air pollution and CO2 emissions. The project work focusses on China, where heavy air pollution alone is estimated to have caused 2.2million premature deaths. Sustainable energy generation, thus replacing coal-fired power plants is one of the solutions to address this problem. In China specifically, the energy demand is at its highest along the industrialised and densely populated coastal regions. The challenge for a renewable energy supply is that the solar, wind and hydro resource are primarily located in the NW and SW of China and electricity transmission via the grid is already constrained. The Chinese government therefore has identified offshore wind energy as one of the primary energy resources with a potential of over 500GW of installed capacity, capable to produce up to 1,500 TWh of electricity per year, which would offset as many as 340 coal-fired power stations. Whilst initial installations in shallow waters near the coast have been made, over 1/3rd of the resource is located in deeper water (>40m) and will require floating installations. Offshore wind energy generation is currently more expensive than fossil fuels in China, and the risk of typhoon damage is high. The project has a fourfold approach: 1.Enhanced environmental modelling to accurately determine extreme loadings; 2. Assessment of novel, porous floating offshore wind structures and active damping mechanisms; 3. Enhanced numerical modelling techniques to efficiently calculate the complex coupled behaviour of floating wind turbines; 4. Risk based optimisation of devised designs and engineering implications. This combined approach is carried through distinguished scientific research expertise and leading industry partners in the field of offshore wind. To maximise the impact and benefits of this research the project places large emphasis on knowledge exchange activities, industry liaison and the establishment of cross-country research capacity to foster the global commercial realisation of offshore floating wind energy. The project is an interdisciplinary, cross-country collaboration with leading research Universities and industry partners. The academic expertise from the University of Exeter, the University of Edinburgh and University of Bath in the areas of Environmental assessment and modelling, Hydrodynamic design, Advanced computational modelling and risk based reliability engineering is matched with Dalian University of Technology and Zhejiang University as two of the leading Chinese research institutions in Ocean Engineering and Offshore Renewable Energy. Whilst the project carries out fundamental engineering research, strong industrial partnerships in both countries will facilitate industry advice and subsequent research uptake. The strong industrial UK support for this project through the ORE Catapult, DNV-GL, ITPE is matched with wider international support through EDF (France) and DSA (Canada), as well as the Chinese project partners MingYang Wind Power Ltd (3rd largest wind manufacturer in China), the National Ocean Technology Centre, NOTC, (institutional responsibility for marine spatial planning) and the 'Shanghai Investigation, Design & Research Institute', SIDRI (State-owned offshore wind project developer in China), demonstrates the timeliness and industrial relevance of the proposed research. All partners are committed to support the establishment of a long-lasting research base to develop resilient and cost effective offshore floating wind energy systems through collaborative research and innovation efforts, as well as capacity building and knowledge exchange.",,,,,,,,,0,0,0,0,0,0,0,,,,,,EP/R007519/1,,,,,,,,University of Exeter,,,,2023-12-08,GRANTS:15394327,,,,,
J,"Zhao, H. Y.; Jeng, D. -S.; Liao, C. C.; Zhu, J. F.",,,,"Jeng, Dong-Sheng/B-5022-2010; zhu, jianfeng/AFT-7361-2022","Jeng, Dong-Sheng/0000-0003-0199-0918; Liao, Chencong/0000-0002-1987-5291",,,,,Three-dimensional modeling of wave-induced residual seabed response around a mono-pile foundation,,,,,,,,COASTAL ENGINEERING,,,,128,,,,1,21,,,,10.1016/j.coastaleng.2017.07.002,,,,,,,Article,OCT 2017,2017,"Recently, behavior of large-diameter mono-pile foundations for offshore wind turbines under long-term cyclic wave loading has attracted great attentions from coastal engineers. In this study, a three-dimensional integrated numerical model is developed to investigate the wave-induced seabed response around a monopile foundation. In the model, the Reynolds-Averaged Navier-Stokes (RANS) equations are used for the mean fluid flow, while the Biots consolidation equations are used for the solid-pore fluid interaction in a porous seabed. The monopile is considered as a single phase medium and behaves under a linear elastic law. To reproduce the residual soil behavior under cyclic shearing induced by ocean waves as well as structural rocking motions, a poro-elastoplastic model is adopted, in which the consolidation analysis of seabed foundation under gravitational forces including the body force of structure is pre-assessed and incorporated. The present numerical framework was first validated against several laboratory experiments and obtaining fairly good agreements. Based on the proposed model, failure of monopile foundation caused by liquefaction due to the buildup of pore water pressure under cyclic shearing is investigated. Numerical results indicate that the potential areas for residual pore pressure development and the resulting liquefaction are most pronounced in the vicinity of the monopile following the wave propagation direction, which is caused by waves as well as the rocking motion of the structure induced by the wave impact. Parametric studies indicate that there is no possibility of generating soil liquefaction below the pile bottom in the vicinity of the mono-pile even under large waves.",,,,,,,,,65,5,0,0,0,0,68,,,0378-3839,1872-7379,,,,,,,,,,"Hohai Univ, State Key Lab Hydrol Water Resources & Hydraul En, Nanjing 210098, Jiangsu, Peoples R ChinaHohai Univ, Coll Harbor Coastal & Offshore Engn, Nanjing 210098, Jiangsu, Peoples R ChinaGriffith Univ, Griffith Sch Engn, Gold Coast Campus, Qld 4222, AustraliaShanghai Jiao Tong Univ, Dept Civil Engn, State Key Lab Ocean Engn, Shanghai 200240, Peoples R ChinaNingbo Univ, Fac Architectural Civil Engn & Environm, Ningbo 315211, Zhejiang, Peoples R China",,,,2017-11-19,WOS:000412617400001,,,,,
J,"Winston, M. S.; Claisse, J. T.; Williams, C. M.; Williams, J. P.; Pondella, D. J., II",,,,"Williams, Jonathan/AAX-3534-2020; Claisse, Jeremy T/B-8622-2012","Williams, Jonathan/0000-0002-4829-2474;",,,,,"Age and growth of the Giant Kelpfish, Heterostichus rostratus Girard 1854, in Southern California, USA",,,,,,,,JOURNAL OF APPLIED ICHTHYOLOGY,,,,34,1,,,91,96,,,,10.1111/jai.13541,,,,,,,Article,FEB 2018,2018,"In order to update existing life history parameters, age and growth patterns were determined for Giant Kelpfish, Heterostichus rostratus sampled from nearshore kelp forest and estuary habitats in southern California (USA) from April 2012 through June 2015. Fish were collected by pole spear, beach seine, beam trawl, purse seine, and square enclosure. Using age-at-length data derived from otolith readings, Giant Kelpfish were found to have a relatively short life span with the largest examined fish reaching a maximum total length of 413mm at an age of 5years. Von Bertalanffy growth parameters estimated for this species were: L-infinity= 45.1cm, k=0.25, t(0) = -0.66. Standard length (SL, cm)-total length (TL, cm) and total length (TL, cm)-weight (W, g) relationships were described by the equations: SL = 0.90 TL - 1 and W=2.21x10(-3)TL(3.39), respectively. Wild juvenile Giant Kelpfish collected for this study had a higher growth rate than laboratory-reared fish from a previous study.",,,,,,,,,0,0,0,0,0,0,0,,,0175-8659,1439-0426,,,,,,,,,,"Occidental Coll, Vantuna Res Grp, Los Angeles, CA 90041 USAUniv Hawaii, Sch Ocean & Earth Sci & Technol, Hawaii Inst Marine Biol, Kaneohe, HI 96734 USACalif State Polytech Univ Pomona, Biol Sci Dept, Pomona, CA 91768 USA",,,,2018-01-25,WOS:000419927100013,,,,,
J,"Ingviya, Thammasin; Intawong, Chanthip; Abubaker, Salahaddhin; Strickland, Paul T.",,,,,"Strickland, Paul/0000-0002-7759-4607",,,,,Exposure Assessment of Rayong Oil Spill Cleanup Workers,,,,,,,,EXPOSURE AND HEALTH,,,,12,4,,,617,628,,,,10.1007/s12403-019-00320-0,,,,,,,Article,DEC 2020,2020,"In July of 2013, a pipeline connecting an offshore oil platform to a tanker caused crude oil to spill into the Sea of Rayong off the coast of Thailand. The resulting oil slick, estimated to be between 50 and 190 m(3) (336-1200 barrels), washed ashore 1 day later on the island of Samet. We conducted a study to quantify internal dose of polycyclic aromatic hydrocarbons (PAHs) and benzene in 1262 oil spill cleanup workers, and to examine factors related to their dose. Frozen stored urine samples (n = 1343) collected from the workers during the 1 month cleanup period were used to measure the concentration of 1-hydroxypyrene-glucuronide (1-OHPG), cotinine and creatinine. Data from questionnaires and urinary trans,trans-muconic acid (t,t-MA), a benzene metabolite, measured previously as part of a worker health surveillance plan, were linked with the laboratory data. The internal dose of urinary 1-OHPG was highest in individuals who worked during the first 3 days of cleanup work (median 0.97 pmol/ml) and was 66.7% lower (median 0.32 pmol/ml) among individuals who worked in the final week of the study (days 21-28). After adjusting for age, cotinine and creatinine by regression analysis, the decline in urinary 1-OHPG concentration with days of cleanup remained significant (P-trend < 0.001). A decreasing trend by days of cleanup was also observed for detectable urinary t,t-MA percentage (P-trend < 0.001). Rayong oil spill cleanup workers exhibited evidence of elevated levels of PAH and benzene exposure during the early weeks of cleanup, compared to near background levels 4 weeks after cleanup began. Long-term health monitoring of oil spill cleanup workers is advised.",,,,,,,,,4,0,0,0,2,0,4,,,2451-9766,2451-9685,,,,,,,,,,"Johns Hopkins Bloomberg Sch Publ Hlth, Dept Environm Hlth & Engn, Baltimore, MD 21205 USAPrince Songkla Univ, Dept Family Med & Prevent Med, Hat Yai 90110, ThailandPrince Songkla Univ, Air Pollut & Hlth Effect Res Ctr, Hat Yai 90110, ThailandRayong Hosp, Dept Occupat Med, Rayong 21000, Thailand",Rayong Hosp,,,2020-12-18,WOS:000589075100005,31768471,,,,
J,"Miao, XinYang; Sun, ShiNing; Li, YiZhang; Wang, Wei; Bao, RiMa; Zhao, Kun",,,,,,,,,,Real-time monitoring the formation and decomposition processes of methane hydrate with THz spectroscopy,,,,,,,,SCIENCE CHINA-PHYSICS MECHANICS & ASTRONOMY,,,,60,1,,,,,14221,,,10.1007/s11433-016-0371-9,,,,,,,Letter,JAN 2017,2017,,,,,,,,,,2,2,0,0,0,0,2,,,1674-7348,1869-1927,,,,,,,,,,"China Univ Petr, Beijing Key Lab Opt Detect Technol Oil & Gas, Beijing 102249, Peoples R China",,,,2016-11-30,WOS:000387410800003,,,,,
J,"Gorton, Alicia M.; Shaw, Will J.",,,,,"Mahon, Alicia/0000-0002-5038-5688",,,,,Advancing Offshore Wind Resource Characterization Using Buoy-Based Observations,,,,,,,,MARINE TECHNOLOGY SOCIETY JOURNAL,,,,54,6,,,37,43,,,,10.4031/MTSJ.54.6.5,,,,,,,Article,NOV-DEC 2020,2020,"As countries continue to implement sustainable and renewable energy goals, the need for affordable low-carbon technologies, including those related to offshore wind energy, is accelerating. The U.S. federal government recognizes the environmental and economic benefits of offshore wind development and is taking the necessary steps to overcome critical challenges facing the industry to realize these benefits. The U.S. Department of Energy (DOE) is investing in buoy mounted lidar systems to facilitate offshore measurement campaigns that will advance our understanding of the offshore environment and provide the observational data needed for model validation, particularly at hub height where offshore observations are particularly lacking. On behalf of the DOE, the Pacific Northwest National Laboratory manages a Lidar Buoy Program that facilitates meteorological and oceanographic data collection using validated methods to support the U.S. offshore wind industry. Since being acquired in 2014, two DOE lidar buoys have been deployed on the U.S. east and west coasts, and their data represent the first publicly available multi -seasonal hub height data to be collected in U.S. waters. In addition, the buoys have undergone performance testing, significant upgrades, and a lidar validation campaign to ensure the accuracy and reliability of the lidar data needed to support wind resource characterization and model validation (the lidars were validated against a reference lidar installed on the Air-Sea Interaction Tower operated by the Woods Hole Oceanographic Institution). The Lidar Buoy Program is providing valuable offshore data to the wind energy community, while focusing data collection on areas of acknowledged high priority.",,,,,,,,,4,0,0,0,0,0,4,,,0025-3324,1948-1209,,,,,,,,,,"Pacific Northwest Natl Lab, 902 Battelle Blvd, Richland, WA 99354 USA",,,,2021-02-03,WOS:000607452200004,,,,,
J,"Carranza, Alvar; Scarabino, Fabrizio; Ortega, Leonardo",,,,"Carranza, Alvar/J-8270-2019","Carranza, Alvar/0000-0003-3016-7955; Ortega, Leonardo/0000-0002-1254-2822",,,,,Does developmental mode influence distribution patterns of megabenthic gastropods from the Uruguayan shelf?,,,,,,,,SCIENTIA MARINA,,,,72,4,,,711,719,,,,10.3989/scimar.2008.72n4711,,,,,,,Article,DEC 2008,2008,"We analyzed the effect of development mode (direct vs. pelagic development) oil the spatial structure of a megabenthic gastropod assemblage at a regional scale. The research was carried Out along the bathymetric, saline and thermal gradients generated by the interaction between the shelf topography, the freshwater discharge of Rio de la Plata and the presence of oceanic water masses. Direct developers dominated in terms of number of species in the entire area and when the inner and outer shelves were considered separately. Species with pelagic development were not observed to be ecologically Successful (i.e, have higher abundances) oil the inner shelf, which suggests that high environmental variability may not necessarily favour this strategy. No patterns were found in the relative abundance of species in each developmental mode between the inner (i.e. <50 m) and cuter shelves. However, richness patterns of the two groups were differentially affected by environmental conditions. Species richness for direct developers was affected by mean annual temperature, bathymetry and longitude while pelagic developers showed evident trends in relation to temperature range and latitude. Further Studies are necessary to derive general predictions concerning the relative advantages of each developmental type in relation to these gradients in ecological time scales and local or regional spatial scales.",,,,,,,,,2,0,0,0,2,0,2,,,0214-8358,1886-8134,,,,,,,,,,"Fac Ciencias, UNDECIMAR, Montevideo, UruguayMuseo Nacl Hist Nat & Antropol, Montevideo, UruguayDirecc Nacl Recursos Acuat, Montevideo, Uruguay",Museo Nacl Hist Nat & AntropolDirecc Nacl Recursos Acuat,,,2008-12-01,WOS:000262997400009,,,,,
J,"Deis, Donald R.; Fleeger, John W.; Johnson, David S.; Mendelssohn, Irving A.; Lin, Qianxin; Graham, Sean A.; Zengel, Scott; Hou, Aixin",,,,"hou, aixin/E-9398-2013","Johnson, David S./0000-0002-7898-4893",,,,,Recovery of the salt marsh periwinkle (Littoraria irrorata) 9 years after the Deepwater Horizon oil spill: Size matters,,,,,,,,MARINE POLLUTION BULLETIN,,,,160,,,,,,111581,,,10.1016/j.marpolbul.2020.111581,,,,,,,Article,NOV 2020,2020,"Prior studies indicated salt marsh periwinkles (Littoraria irrorata) were strongly impacted in heavily oiled marshes for at least 5 years following the Deepwater Horizon oil spill. Here, we detail longer-term effects and recovery over nine years. Our analysis found that neither density nor population size structure recovered at heavily oiled sites where snails were smaller and variability in size structure and density was increased. Total aboveground live plant biomass and stem density remained lower over time in heavily oiled marshes, and we speculate that the resulting more open canopy stimulated benthic microalgal production contributing to high spring periwinkle densities or that the lower stem density reduced the ability of subadults and small adults to escape predation. Our data indicate that periwinkle population recovery may take one to two decades after the oil spill at moderately oiled and heavily oiled sites, respectively.",,,,,,,,,7,0,0,0,6,0,7,,,0025-326X,1879-3363,,,,,,,,,,"Atkins, Jacksonville, FL 32256 USALouisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USAVirginia Inst Marine Sci, Dept Biol Sci, William & Mary, Gloucester Point, VA 23062 USALouisiana State Univ, Dept Oceanog & Coastal Sci, Baton Rouge, LA 70803 USAGulf South Res Corp, Baton Rouge, LA 70820 USARes Planning Inc, Tallahassee, FL 32303 USALouisiana State Univ, Dept Environm Sci, Baton Rouge, LA 70803 USA",AtkinsGulf South Res CorpRes Planning Inc,,,2020-11-01,WOS:000587628400005,32890962,,,,
R,Anonymous,,,,,,,,,,"Appendices to Ocean/Wind Power Ecological Baseline Studies, Revised Interim Report",,,,,,,,Rutgers University Community Repository,,,,,,,,,,,,,http://dx.doi.org/10.7282/T3HH6J7Z,,,,,,,Data set,2018-01-24,2009,"This document contains the appendices to the Ocean/Wind Power Ecological Baseline Study, Revised Interim Report. The New Jersey Department of Environmental Protection (NJDEP), Division of Science, Research & Technology (DSRT) issued a Solicitation for Research Proposals (SRP) in order to address the need for baseline ecological/natural resource data as recommended by the State of New Jersey Blue Ribbon Panel on Development of Wind Turbine Facilities in Coastal Waters. The objective of this study is to conduct baseline studies in waters off New Jersey's coast to determine the current distribution and usage of this area by ecological resources. The scope of work includes the collection of data on the distribution, abundance and migratory patterns of avian, marine mammal, sea turtle and other species in the study area over an 18-month period. This Interim Report provides summary information on data collected during the first 12 months of surveys.",,,,,,,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,2018-05-17,DRCI:DATA2018088012899187,,,,,
J,"Lui, Gilbert C. S.; Li, W. K.; Bjorgesaeter, Anders; Leung, Kenneth M. Y.",,,,"Li, Wai/I-7954-2015; Li, Wai Keung/AAL-7193-2020; Leung, Kenneth Mei Yee/C-1055-2009; /D-3103-2009","Leung, Kenneth Mei Yee/0000-0002-2164-4281; Lui, Chiu Sing Gilbert/0009-0005-7078-7966; /0000-0001-9149-9289",,,,,Deriving field-based sediment quality guidelines from the relationship between species density and contaminant level using a novel nonparametric empirical Bayesian approach,,,,,,,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,,,21,1,,,177,192,,,,10.1007/s11356-013-1889-1,,,,,,,Article,JAN 2014,2014,"This paper describes a novel statistical approach to derive ecologically relevant sediment quality guidelines (SQGs) from field data using a nonparametric empirical Bayesian method (NEBM). We made use of the Norwegian Oil Industrial Association database and extracted concurrently obtained data on species density and contaminant levels in sediment samples collected between 1996 and 2001. In brief, effect concentrations (ECs) of each installation (i.e., oil platform) at a given reduction in species density were firstly derived by fitting a logistic-type regression function to the relationship between the species density and the corresponding concentration of a chemical of concern. The estimated ECs were further improved by the NEBM which incorporated information from other installations. The distribution of these improved ECs from all installations was determined nonparametrically by the kernel method, and then used to determine the hazardous concentration (HC) which can be directly linked to the species loss (or the species being protected) in the sediment. This method also enables an accurate estimation of the lower confidence limit of the HC, even when the number of observations was small. To illustrate the effectiveness of this novel technique, barium, cadmium, chromium, copper, mercury, lead, tetrahydrocannabinol, and zinc were chosen as example contaminants. This novel approach can generate ecologically sound SQGs for environmental risk assessment and cost-effectiveness analysis in sediment remediation or mud disposal projects, since sediment quality is closely linked to species density.",,,,,,,,,1,0,0,0,1,0,1,,,0944-1344,1614-7499,,,,,,,,,,"Univ Hong Kong, Dept Stat & Actuarial Sci, Pokfulam, Hong Kong, Peoples R ChinaUniv Oslo, Inst Biol, Oslo, NorwayUniv Hong Kong, Swire Inst Marine Sci, Pokfulam, Hong Kong, Peoples R ChinaUniv Hong Kong, Sch Biol Sci, Pokfulam, Hong Kong, Peoples R China",,,,2014-02-05,WOS:000329095300019,23771407,,,,
J,"Rohlf, Daniel",,,,,,,,,,Is “Green” Energy Bad for the Environment? Renewable Energy Generation and Wildlife Conservation in the United States,,,,,,,,Environmental Law and Policy,환경법과 정책,,,12,,,,37,62,,,,,,,,,,,research-article,2014,2014,"Efforts to reduce emissions of greenhouse gases in the United States focus in significant part on increasing generation of renewable energy. However, utility scale renewable energy generation facilities can themselves have significant environmental impacts, particularly on wildlife and wildlife habitat. These adverse effects include mortality of birds and bats caused by operations of wind turbines, alteration of aquatic ecosystems by hydroelectric dams, habitat destruction by large-scale solar projects, and harm to marine organisms and potentially even fishing due to tidal and wave energy installations. Federal laws protecting birds and endangered species, as well as environmental impact assessment requirements applicable to federal agency actions and approvals, have already affected approval and operation of renewable energy facilities. Particularly since these statutes include citizen suit provisions that allow any interested party to enforce them in court, laws enacted decades ago will continue to play a key role in future efforts in the United States to balance increasing generation of renewable energy with maintaining and restoring the country’s biodiversity resources.",,,,,,,,,0,0,0,0,0,0,0,,,1976-3743,,,,,,,,,,,,,,,2014-08-15,KJD:ART001854123,,,,,
