Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,,,,
J,"Szyrowski, Tomasz; Sharma, Sanjay K.; Sutton, Robert; Kennedy, Gareth A.",,,,,"sharma, sanjay/0000-0002-5062-3199",,,,,Developments in subsea power and telecommunication cables detection: Part 1-Visual and hydroacoustic tracking,,,,,,,,UNDERWATER TECHNOLOGY,,,,31,3,,,123,132,,,,10.3723/ut.31.123,,,,,,,Article,JUL 2013,2013,"Subsea power and telecommunication transmission lines play an important role in today's world. They not only provide a link from shore to shore, but also connect an increasing number of offshore wind farms, wave power plants and other sea installations.Subsea cables have to be periodically maintained and checked for movement in terms of their position and burial depth. This task is difficult because of the dynamic environment of the sea floor, which can cause changes in position, depth, visibility and access to the utilities.In this review, developments in visual and hydroacoustic tracking are discussed, as are theoretical and practical concerns. This review also describes methods and tools for detection of the transmission lines laid on a seabed. Finally, it highlights the need to construct a simple reliable system to estimate the position and burial depth of subsea transmission lines.",,,,,,,,,19,2,0,0,0,0,21,,,1756-0543,1756-0551,,,,,,,,,,"Plymouth Univ, Sch Marine Sci & Engn, Plymouth PL4 8AA, Devon, EnglandExeter Univ, Camborne Sch Mines, Penryn TR10 9EZ, England",,,,2013-07-01,WOS:000437640400003,,,,,
C,"Idrus, B.; Narayanan, S. P.; Hamid, M. F. A.; Nizamani, Z.; Cossa, N. J.",,,,"nizamani, zafarullah/T-5986-2017",,"Ho, LH",,,,STATISTICAL PARAMETERS OF STEEL TUBULAR MEMBER DESIGN FOR OFFSHORE PLATFORMS IN MALAYSIA,,,,,,,,Proceedings of the 7th International Conference on Steel and Aluminium Structures (ICSAS 2011),,,,,,,,117,121,,,,10.3850/978-981-08-9247-0_rp015-icsas11,,,,,,,Proceedings Paper,2011,2011,"The exploration and production of oil and gas in offshore industry of Malaysia is conducted by, mainly, means of jacket platforms. These are tridimensional frames formed by welding steel tubular members, which support the exploration and production facilities. The design of these structures follows working stress design (WSD) methods. However, the development of reliability analysis of structures has lead to the adoption of load and resistance factors design (LRFD) of structural systems, including in the offshore structures. The globalization of the oil and gas industry, and the need to provide a harmonized code for design, resulted in the publication of the International Standard Organization (ISO) design practice, which is LRFD based. The LRFD design method introduces load and resistance factors calibrated to produce uniform reliability levels. The adoption of this code requires the calibration of the loads and resistance factors that represent the local environmental conditions. As part of an ongoing work on the reliability based calibration of load and resistance factors for design of jacket platforms in Malaysia, this paper presents the statistical parameters of the geometrical and material properties of the tubular members of platforms fabricated and installed in Malaysia. These geometrical and material properties constitute the basic variables which influence the randomness of the resistance of the members. The results were compared with the literature and validity check was also conducted. The results were checked for goodness-of-fit tests at 5 percent significance level.",,,,,7th International Conference on Steel and Aluminium Structures (ICSAS)7th International Conference on Steel and Aluminium Structures (ICSAS),"JUL 13-15, 2011JUL 13-15, 2011",,MALAYSIAMALAYSIA,0,0,0,0,0,0,0,,,,,978-981-08-9247-0,,,,,,,,,"Univ Teknol PETRONAS, Dept Civil Engn, Bandar Seri Iskandar, Tronoh, MalaysiaScientige Sdn Bhd, Kuala Lumpur, Malaysia",Scientige Sdn Bhd,,,2011-01-01,WOS:000392718200015,,,,,
J,"Blancheton, Jean-Paul; Bosc, Pierre; Hussenot, Jerome Marie-Edouard; d'Orbcastel, Emmanuelle Roque; Romain, David",,,,"Hussenot, Jerome/H-4733-2012","HUSSENOT, Jerome/0000-0001-7036-6938",,,,,"The 'new' European fish culture systems: Recirculating systems, offshore cages, integrated systems",,,,,,,,CAHIERS AGRICULTURES,,,,18,2-3,,,227,234,,,,10.1684/agr.2009.0294,,,,,,,Article,2009,2009,"Over the last few decades, European fish culture was developed mainly as a intensive monospecific activity. In most countries, marine aquaculture cannot continue to develop on the shore line where it first settled due to high competition with other activities. It has now to move either offshore or into recirculation systems located in less occupied spaces. Fresh water availability and impact of fish production farms on the environment are strongly restraining the development of the activity, which is even declining in some countries such as France. Recirculation systems make it possible to decrease water consumption and facilitate waste treatment. Their economical feasibility is being demonstrated and they offer an alternative to developing fish farms. Whatever the rearing system, nutrients of feed are partially converted into fish flesh and most of them are thrown back as wastes into the environment. Integrated systems make it possible to convert such nutrients into algae, molluscs or fish and to release purified water. This article presents some aspects of the development of three types of rearing systems which are increasingly used in northern Europe: offshore cage culture, recirculation systems and integrated systems.",,,,,,,,,11,0,0,0,9,0,11,,,1777-5949,,,,,,,,,,,"IFREMER, Stn Palavas, F-34250 Palavas Les Flots, FranceAssoc Reunionnaise Dev Aquaculture, F-97427 Etang Sale, La Reunion, FranceIFREMER, AGSAE, Stn Bouin, F-85330 Polder Des Champs, Bouin, FranceInst Natl Sci Appl, F-69100 Villeurbanne, FranceEcole Cent Lyon, LMFA Insa, F-69134 Ecully, France",Assoc Reunionnaise Dev Aquaculture,,,2009-01-01,WOS:000267439700022,,,,,
J,"Castege, Iker; Milon, Emilie; Fourneau, Gerard; Tauzia, Alain",,,,,,,,,,First results of fauna community structure and dynamics on two artificial reefs in the south of the Bay of Biscay (France),,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,179,,,,172,180,,,,10.1016/j.ecss.2016.02.015,,,,,,,Article; Proceedings Paper,SEP 20 2016,2016,"The French experiments of artificial reefs started in the 60's, mainly on the Mediterranean coast. This study focused on two main sites along the Atlantic coast (Aquitaine): the Porto artificial reef, located at Mimizan (1989) and the artificial reefs of Capbreton (1999). Both have been placed off the sandy coast at depths of 12-25 m.A standardized monitoring by visual censuses has been performed since 2009-2010 with 4 sampling points placed on different substrates (barge and concrete pipes) to cover the whole Porto site and 2 sampling points on concrete pipes and Typi unit at Capbreton.Twenty-two taxa were recorded on the Porto artificial reef, dominated by benthic fishes. First results indicated differences in taxa richness between the sampling points: the barge had a more important diversity than the assemblage of concrete modules. Hence, a gradient of habitat complexity is discussed in light of results on taxa richness and biomass assessments.Visual censuses revealed a specific richness of 36 taxa on artificial reefs of Capbreton with a significant difference between concrete pipes and Typi unit. Five taxa were counted every year on both sites and could be considered as more representative of these artificial reefs: Trachurus trachurus, Umbrina sp., Trisopterus luscus, Conger conger, Blenniidae. Despite sharing common species, each site had its own species showing their complementarity.Different temporal variations were found on both sites, in particular at Capbreton where pelagic fishes in 2010 have been replaced in 2013 by benthic fauna.These pioneering analyses on the Aquitaine coast require further research, particularly on the temporal evolution of abundances and biomass. (C) 2016 Published by Elsevier Ltd.",,,,,14th International Symposium of Oceanography of the Bay of Biscay (ISOBAY)14th International Symposium of Oceanography of the Bay of Biscay (ISOBAY),"JUN 11-13, 2014JUN 11-13, 2014","Univ Bordeaux, Dept Sci & Technol; Cluster Excellence COTEUniv Bordeaux, Dept Sci & Technol; Cluster Excellence COTE","Univ Bordeaux, Bordeaux, FRANCEUniv Bordeaux, Bordeaux, FRANCE",12,2,0,0,8,0,13,,,0272-7714,1096-0015,,,,,,,,,,"Ctr Mer Biarritz, F-64200 Plateau De Latalaye, Biarritz, FranceALR, 501 Route Lestrilles, St Paul Les Dax, FranceADREMCA, 57 Rue Pignada, F-40200 Mimizan, France",Ctr Mer BiarritzALRADREMCA,,,2016-09-20,WOS:000381531600016,,,,,
J,"Tassetti, Anna Nora; Minelli, Annalisa; Ferra, Carmen; Guicciardi, Stefano; Gaetani, Annalisa; Fabi, Gianna",,,,"Ferrà, Carmen/G-7684-2018; Tassetti, Anna Nora/O-4087-2016; Minelli, Annalisa/R-3382-2018","Ferrà, Carmen/0000-0001-5850-8999; Tassetti, Anna Nora/0000-0001-5946-7877; Minelli, Annalisa/0000-0003-1772-0154; Guicciardi, Stefano/0000-0003-3539-2828",,,,,An integrated approach to assess fish spatial pattern around offshore gas platforms: A pilot study in the Adriatic Sea,,,,,,,,MARINE ENVIRONMENTAL RESEARCH,,,,162,,,,,,105110,,,10.1016/j.marenvres.2020.105100,,,,,,,Article,DEC 2020,2020,"Research on abundance and composition of fish assemblages surrounding offshore extraction platforms is essential to evaluate their impact as well as to understand relationships between natural and artificial habitats. Also decommissioning practice, which belongs to the lifecycle of these structures, can be encouraged or discouraged if fish school behaviour in the close proximity of the platform is well understood. With thousands of platforms to be decommissioned around the world in coming decades, understanding such dynamic interactions is key to improve spatial management of marine ecosystems.In this context, this study drafts a work plan that can be used to investigate fish presence and abundance, school movement and qualitative species composition around a platform over long time periods. It integrates fishing captures, multibeam echosounder (MBES) investigations, and drop camera shootings to overcome the limitations of the individual methods. Monthly samplings were conducted at a three-leg gas extraction platform placed at similar to 80 m depth in the central Adriatic Sea, for one year after its installation. MBES completely insonified the studied area, providing data on school shape, volume, surface area and position throughout the water column. Fishing captures were useful for MBES targets' identification by measuring the presence/abundance of nekto-benthic and pelagic species both in the nearby of the structure and in the open sea, while drop camera shootings added evidence of a few species in close proximity to the poles, which were not censused by the other methods. Results underlined the strong attraction exerted by the platform and the significant influence of the explanatory variable distance on the schools' nominal volume.",,,,,,,,,6,0,0,0,3,0,6,,,0141-1136,1879-0291,,,,,,,,,,"Natl Res Council CNR, Inst Biol Resources & Marine Biotechnol IRBIM, Ancona, Italy",,,,2020-12-22,WOS:000591269700008,32841916,,,,
J,"Jerling, H. L.",,,,,,,,,,"Zooplankton community changes in Nhlabane estuary, South Africa, induced by man-made structures and drought",,,,,,,,African Journal of Aquatic Science,,,,30,1,,,29,35,,,,10.2989/16085910509503831,,,,,,,Article,2005,2005,"The Nhlabane estuary and coastal lake system has suffered a number of man-made impacts since 1977, when the lake and estuary were separated by the construction of a barrage. More recent man-made events included the construction of temporary sand walls, mid-way along the estuary, to allow crossing of a mining dredger during 1993. These walls remained in place until 1996, coinciding with a local drought period between 1991 and late 1995, during which time the estuary mouth remained closed. The present study investigates changes in the zooplankton community of Nhlabane estuary between February 1992 and October 1996.Due to continuous freshwater inputs from groundwater seepage, the then closed estuary soon became fresh. This led to significant changes in the zooplankton community, including the appearance of freshwater taxa such as rotifers, cyclopoids (Mesocyclops sp. and Thermocyclops sp.), freshwater cladocerans and insect larvae, reflecting the freshwater conditions. Most estuarine species became less abundant or were absent two years after mouth closure. The estuarine copepod Pseudodiaptomus hessei was least affected and remained dominant. The copepod Acartia natalensis was absent after the first two sampling sessions and only reappeared after the mouth was breached in August 1995. Other taxa that were adversely affected included the mysid Mesopodopsis africana, and larval stages of polychaetes, decapods and fish. Some meroplankton taxa recovered after the mouth reopened.",,,,,,,,,7,0,0,0,7,0,7,,,1608-5914,,,,,,,,,,,"Univ Zululand, Dept Zool, Private Bag X1001, ZA-3886 Kwa Dlangezwa, South Africa",,,,2005-01-01,BCI:BCI200510292107,,,,,
J,"Casoli, Edoardo; Ricci, Sandra; Belluscio, Andrea; Gravina, Maria Flavia; Ardizzone, Giandomenico",,,,"Gravina, Maria Flavia/AAD-1536-2021; Casoli, Edoardo/S-7198-2018","Gravina, Maria Flavia/0000-0003-3940-7468; Belluscio, Andrea/0000-0001-6392-5439; Casoli, Edoardo/0000-0002-3128-8946",,,,,Settlement and colonization of epi-endobenthic communities on calcareous substrata in an underwater archaeological site,,,,,,,,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,,,,36,4,,,1060,1074,,,,10.1111/maec.12201,,,,,,,Article,DEC 2015,2015,"Underwater archaeological sites represent assets of great value that are subjected to physical and biological stresses. The study of biological settlement on calcareous substrata is the first step to understanding the biodeterioration processes that take place on man-made structures (marble, statues, columns and other architectonic elements) in marine environments. To accomplish this objective, calcareous panels (30 x 30 x 2 cm) were immersed for 3, 6, 9 and 12 months along a north-south transect in marine protected areas of Baia (Naples). Both epilithic and endolithic assemblages were analysed: the latter was observed by scanning electron microscope after the cast-embedding technique had been used. After 1 year the epilithic community was still changing, with algae and pioneer species overgrown by encrusting organisms, and the endolithic assemblage dominated by cyanobacteria/chlorophyte traces. Changes of epilithics lead changes on endolithics. The initial phototrophic borers were replaced by more sciophilous and competitive species; moreover, the first macroboring organisms arrived after the settlement of grazers. After 12 months of immersion, the rate of bioerosion was high, the material was deeply bored and all of the limestone surface was heavily covered.",,,,,,,,,18,0,0,0,10,0,19,,,0173-9565,1439-0485,,,,,,,,,,"Univ Roma La Sapienza, Dept Environm Biol, I-00158 Rome, ItalyISCR, Rome, ItalyUniv Roma Tor Vergata, Dept Biol, I-00173 Rome, Italy",ISCR,,,2016-01-20,WOS:000367395900017,,,,,
J,"Bruns, Antje; Gee, Kira",,,,,"Bruns, Antje/0000-0002-9266-5530",,,,,From State-Centered Decision-Making to Participatory Governance Planning for Offshore Wind Farms and Implementation of the Water Framework Directive in Northern Germany,,,,,,,,GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY,,,,18,2,,,150,157,,,,10.14512/gaia.18.2.13,,,,,,,Article,2009,2009,"Rhetorically at least, environmental policy in the European Union has taken a shift towards more comprehensive, participative, and co-operative forms of governance. Examples are the 2002 Recommendation on Integrated Coastal Zone Management (ICZM) and the 2000 Water Framework Directive (WFD). Designed to resolve specific environmental problems, they also address the process of decision-making itself. In this paper we ask whether two current planning processes in the German North Sea coastal region show evidence of these new forms of governance. We find that the process of issuing planning permission for offshore wind farms is still largely hierarchical and fails to link up to more comprehensive forms of sea use planning. In contrast, the process of implementing the WFD leads to comprehensive, strategic, and participatory River Basin Management (RBM) in Schleswig-Holstein. The case studies represent distinctive modes of governance that exist at the same time in the same place.",,,,,,,,,16,0,0,0,5,0,16,,,0940-5550,,,,,,,,,,,"Univ Flensburg, Inst Geog & Didact, D-24943 Flensburg, GermanyGKSS Res Ctr Geesthacht GmbH, Inst Coastal Res, Dept Human Dimens Coastal Areas, Geesthacht, Germany",Univ Flensburg,,,2009-01-01,WOS:000267438100012,,,,,
J,"Kikuchi, Ryunosuke",,,,,,,,,,Risk formulation for the sonic effects of offshore wind farms on fish in the EU region,,,,,,,,MARINE POLLUTION BULLETIN,,,,60,2,,,172,177,,,,10.1016/j.marpolbul.2009.09.023,,,,,,,Editorial Material,FEB 2010,2010,"In 2007, European leaders agreed to source 20% of their energy needs from renewable energy; since that time, offshore wind farms have been receiving attention in the European Union (EU). In 2008, the European Community submitted a proposal to the United Nations Environment Program (UNEP) in order to combat marine noise pollution. In consideration of these facts, the present paper aims to deduce a preliminary hypothesis and its formulation for the effect of offshore wind farm noise on fish. The following general picture is drawn: the short-term potential impact during pre-construction; the short-term intensive impact during construction; and the physiological and/or masking effects that may occur over a long period while the wind farm is in operation. The EU's proposal to UNEP includes noise databases that list the origins of man-made sounds; it is advisable that offshore wind farms should be listed in the noise databases in order to promote rational environment management. (C) 2009 Elsevier Ltd. All rights reserved.",,,,,,,,,28,1,0,0,16,0,31,,,0025-326X,1879-3363,,,,,,,,,,"ESAC, Inst Politecn Coimbra, Dept Ciencia Exactas & Ambiente CERNAS, P-3040316 Coimbra, Portugal",,,,2010-02-01,WOS:000275592100013,19857880,,,,
C,Ren Huilong; Zhang Jian; Feng Guoqing; Li Hui; Li Chenfeng,,,ASME,"Li, Chenfeng/F-9401-2017","Li, Chenfeng/0000-0002-6461-4381",,,,,INFLUENCE OF NONLINEAR MOORING STIFFNESS ON HYDRODYNAMIC PERFORMANCE OF FLOATING BODIES,,,,,,,,"OMAE 2009, VOL 1: OFFSHORE TECHNOLOGY",,,,,,,,661,+,,,,,,,,,,,Proceedings Paper,2009,2009,"Coupled dynamic analysis between floating marine structures and flexible members such as mooring lines and risers, is a challenging work in the ocean engineering field. Coupled analysis on mooring-buoy interactions has been paid more and more concern for recent years. For floating offshore structures at sea, the motions driven by environmental loads are inevitable. The movement of mooring lines occurs due to the excitation on the top by floating structures. Meanwhile the lines restrict the buoy's motion by forces acting on the fareleads. Positioning is the main function of mooring system, its orientation effects can't be ignored for floating structures such as semi-submersible, FPS, and TLP, especially when the buoy's equilibrium position shifting to another place. Similar as hydrostatic restoring forces, mooring force related with the buoy's displacement can be transformed into mooring stiffness and can be added in the differential equations of motion, which is calculated at its equilibrium point. For linear hydrodynamic analysis in frequency domain, any physical quantity should be linear or be linearized, however mooring stiffness is nonlinear in essence, so the tangent or differential stiffness is used. Steel chains are widely used in catenary mooring system. An explicit formulation of catenary mooring stiffness is derived in this article, which consists of coupled relations between horizontal and vertical mooring forces. The effects of changing stiffness due to the shift of equilibrium position on the buoy's hydrodynamic performance are investigated.",,,,,"28th International Conference on Ocean, Offshore and Arctic Engineering (OMAE)28th International Conference on Ocean, Offshore and Arctic Engineering (OMAE)","MAY 31-JUN 05, 2009MAY 31-JUN 05, 2009","ASME, Ocean, Offshore & Arctic Engn DivASME, Ocean, Offshore & Arctic Engn Div","Honolulu, HIHonolulu, HI",0,0,0,0,0,0,0,,,,,978-0-7918-4341-3,,,,,,,,,"Harbin Engn Univ, Coll Shipbldg Engn, Harbin, Heilongjiang, Peoples R China",,,,2009-01-01,WOS:000283007400070,,,,,
J,"Suganya, G. Mary Diviya; Deepika, B.; Madhumitha, R.; Rajakumari, S.; Purvaja, R.; Ramesh, R.",,,,"Ramachandran, Ramesh/B-4814-2018; Ramachandran, Ramesh/AAI-1583-2020","Ramachandran, Ramesh/0000-0003-2471-7746",,,,,Planform Island change assessment for inhabited Lakshadweep Islands,,,,,,,,NATURAL HAZARDS,,,,98,2,,,735,750,,,,10.1007/s11069-019-03727-9,,,,,,,Article,SEP 2019,2019,"Impacts of coastal processes and anthropogenic activities threaten the archipelago of low-lying reef islands. In this study, long-term (1972-2015) and short-term (2000-2015) shoreline change analyses of ten inhabited Lakshadweep Islands were done using linear regression rates. Of significance, the results highlight that all ten islands are erosional in the long term, with Androth Island being the highest erosional in both the periods, but it shows a stable platform in the short-term periods. More than 50% of the islands indicate shrinkage in planform change in both ocean and lagoon sides of the islands. Construction of artificial structures (seawalls/tetrapods) along the shoreline has helped to reduce the erosion in some localised areas. However, adverse effect of these armoured structures has caused loss of beaches, valuable coastal resources and marine habitats. Although natural reefs protect the lagoon side of island, it is clear that widespread erosion is along both the sides due to anthropogenic activities that are susceptible to the sea-level rise.",,,,,,,,,2,0,0,0,0,0,2,,,0921-030X,1573-0840,,,,,,,,,,"Anna Univ, Minist Environm Forest & Climate Change, Natl Ctr Sustainable Coastal Management, Chennai 600025, Tamil Nadu, India",,,,2019-12-16,WOS:000499657300018,,,,,
J,,,,,,,,,Ling Qian,,Extreme Loading on FOWT under Complex Environmental Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Oct 14 2019,2019,"The offshore wind industry has experienced significant growth in recent years, and continues to expand both in the UK and worldwide. Most of the offshore wind turbines installed to date are located in relatively shallow water and are mounted on fixed bottom support structures. Given the limitation of suitable shallow water sites available with high wind resources and also to reduce the environmental and visual impact of turbines, it is necessary to extend wind turbines to deeper water through the development of floating offshore wind turbine (FOWT) systems, which mount wind turbines on floating support platforms. The project aims to fill an important gap in the design, manufacturing and testing of emerging FOWT techniques by specifically characterising extreme loading on FOWTs under complex and harsh marine environments. These are typically represented by storm conditions consisting of strong wind, extreme waves, significant current, rising sea level and complex interplay between these elements, through a coordinated campaign of both advanced CFD modelling and physical wave tank tests. This has direct relevance to the current and planned activities in the UK to develop this new technology in offshore wind. In addition, the project aims to develop a suite of hierarchical numerical models that can be applied routinely for both fast and detailed analysis of the specific flow problem of environmental (wind, wave, current) loading and dynamic responses of FOWTs under realistic storm conditions. As an integral part of the project, a new experimental programme will be devised and conducted in the COAST laboratory at the University of Plymouth, providing improved understanding of the underlying physics and for validating the numerical models. Towards the end of the project, fully documented CFD software and experimental data sets will be released to relevant industrial users and into the Public Domain, so that they may be used to aid the design of future support structures of FOWTs and to secure their survivability with an extended envelope of safe operation for maximum power output.",,,,,,,,,0,0,0,0,0,0,0,,,,,,EP/T004150/1,,,,,,,,Manchester Metropolitan University,,,,2023-12-08,GRANTS:15360416,,,,,
J,"Lopez Uriarte, Joaquin; Diaz Severiano, Jose Andres; Manchado del Val, Cristina; Gomez-Jauregui, Valentin; Guinda Salsamendi, Xabier; Monteoliva Herreras, Agustin; Otero Gonzalez, Cesar",,,,"Gomez-Jauregui, Valentin/ABS-1331-2022; Guinda, Xabier/L-5898-2014; Gomez-Jauregui, Valentin/G-2696-2011","Gomez-Jauregui, Valentin/0000-0002-7810-9589; Lopez Uriarte, Joaquin/0000-0002-6958-3457",,,,,VISUAL IMPACT ASSESSMENT OF OFFSHORE WIND FARMS IN A DECISION SUPPORT SYSTEM,,,,,,,,DYNA,,,,94,6,,,643,649,,,,10.6036/9238,,,,,,,Article,NOV 2019,2019,"Onshore or offshore renewable energy helps to obtain energy in a sustainable manner. However, the deployment of both alternatives can damage the environment with different kind of impacts. For this reason, the place to construct these infrastructures must take into account all related impacts. In this way, Decision Support Systems (DSS) are useful tools. In this paper, a methodology to introduce a visual impact indicator into a DSS for the Environmental Impact Assessment of Offshore Renewable Energy (AMBEMAR) is shown. This DSS is also described. This methodology is adjusted to DSS requirements and flexible to any study case. The result is one visual impact index calculated through a multicriteria analysis that can be used to compare different cases. This methodology is applied to a study case located in the coast in front of Cantabria region (Spain). Two hypothesis of wind farms and other two possible locations for its electric transforming substations are analysed from visual impact point of view. The method shows that furthest wind farm has the lowest impact but indices have a slight variation in both cases.",,,,,,,,,0,0,0,0,0,0,0,,,0012-7361,1989-1490,,,,,,,,,,"Univ Cantabria, Grp I D I EgiCAD, Dept Ingn Geog & Tecn Expres Graf, Avda Castros 44, E-39005 Santander, SpainUniv Cantabria, Inst Hidraul Ambiental, IH Cantabria, 15 Parque Cient & Tecnol, Santander 39011, SpainEcohydros SL, Edificio 5,Nave 8, Maliano 39600, Spain",Ecohydros SL,,,2019-11-18,WOS:000493808300014,,,,,
J,"Carter, Harry R.; Chatwin, Trudy A.; Drever, Mark C.",,,,,,,,,,"BREEDING POPULATION SIZES, DISTRIBUTIONS, AND TRENDS OF PELAGIC, DOUBLE-CRESTED, AND BRANDT'S CORMORANTS IN THE STRAIT OF GEORGIA, BRITISH COLUMBIA, 1955-2015.",,,,,,,,Northwestern Naturalist,,,,99,1,,,31,48,,,,,,,,,,,Article,Spr 2018,2018,"After initial colonization of the Strait of Georgia in the late 19th and early 20th centuries, nesting populations and number of colonies of Pelagic Cormorant (Phalacrocorax pelagicus) and Double-crested Cormorant (P. auritus) increased in abundance until 1987, but subsequently both species declined by 2000. To update population status, we conducted surveys of 45 Pelagic Cormorant and 24 Double-crested Cormorant nesting colonies in 2014, and supplemented this survey with recent and historic counts conducted from 1955 to 2015. We modeled changes in population size over 6 decades to measure long-term population changes, and found strong non-linear trends that varied widely among colonies. Using years when all known colonies in the Strait of Georgia were surveyed, we documented that the Pelagic Cormorant population increased from 961 to 2234 nests in 1959-1974, remained fairly stable (approximately 2250-2450 nests) from 1974 to 1987, decreased after 1987 to approximately 1100 nests in 2000, and then rose slightly to approximately 1400 nests in 2014. The Double-crested Cormorant population increased from approximately 250 nests from 1959-1960, to approximately 1900 nests in 1987, before decreasing to approximately 600 nests in 2000, and remaining at this level through 2014. Many smaller colonies of both cormorant species no longer exist, and the majority of Pelagic and Double-crested Cormorants currently nest on Mandarte Island, Mitlenatch Island, and 3 bridge locations (Second Narrows, and Burrard & Granville) in Vancouver. The main factors apparently causing decline after 1987 are increased predation and disturbance by Bald Eagles (Haliaeetus leucocephalus), a potential reduction in availability of forage-fish prey, and human disturbance. Remaining large colonies offer some protection from eagle impacts (cliff habitats or man-made structures) or alternate avian prey for Bald Eagles, such as Glaucous-winged Gulls (Larus glaucescens) at Mandarte and Mitlenatch islands. In 2013-2015, small numbers of Brandt's Cormorants (P. penicillatus) nested at Mandarte Island. Continued monitoring is needed to track changes in populations and nesting locations and to inform management of cormorants in the Strait of Georgia.",,,,,,,,,1,0,0,0,1,0,1,,,1051-1733,,,,,,,,,,,"British Columbia Minist Forests Lands & Nat Resou, 2080 Labieux Rd, Nanaimo, BC, V9T 6E9, Canada",,,,2018-11-27,ZOOREC:ZOOR15411073395,,,,,
J,"Hamilton, Robert A.; Burger, Jutta C.; Anon, Susan H.",,,,,,,,,,"USE OF NEST BOXES BY CACTUS WRENS IN ORANGE COUNTY, CALIFORNIA",,,,,,,,Western Birds,,,,43,1,,,37,46,,,,,,,,,,,Article,2012,2012,"Responding to studies identifying an apparent lack of suitable natural nesting sites for the Cactus Wren (Campylorhynchus brunneicapillus) in coastal southern California, we designed cactus-like nesting structures and nest boxes (1) to determine whether this wren would use such structures or boxes and (2) to assess the efficacy of different construction designs. Out of 32 nest boxes deployed, two supported Cactus Wren nests that successfully fledged young-one in 2010 and another in a different location in 2011. In fall 2010, another box in yet a third location was used for a brood nest. In contrast, we observed no nesting in the 13 cactus-like structures over three years of study. Our results provide proof of concept that Cactus Wrens will select and successfully use nest boxes even in areas of mature cactus scrub. Furthermore, all three boxes used by Cactus Wrens were mounted in a tilted position, in which the nest box was angled up to 45, rather than level. In the summer of 2011, we retrieved the artificial structures and weathering nest boxes and mounted 21 new boxes in the tilted position and with a level floor inserted to prevent eggs from falling into the bottom. We expect that this and future experiments will evaluate the potential conservation value of nest boxes for Cactus Wrens in areas recovering from wildfire and at sites of cactus restoration.",,,,,,,,,0,0,0,0,0,0,0,,,0160-1121,,,,,,,,,,,"Hamilton Biol Inc, 316 Monrovia Ave, Long Beach, CA 90803 USA",,,,2012-06-15,BCI:BCI201200452487,,,,,
J,"Jensen, A; Collins, K; Lockwood, P",,,,,,"Jensen, AC; Collins, KJ; Lockwood, APM",,,,Current issues relating to artificial reefs in European seas,,,,,,,,ARTIFICIAL REEFS IN EUROPEAN SEAS,,,,,,,,489,499,,,,,,,,,,,Article,2000,2000,,,,,,,,,,14,1,0,0,3,0,16,,,,,,,,,,,,,,"Univ Southampton, Sch Ocean & Earth Sci, Southampton Oceanog Ctr, Southampton SO14 3ZH, Hants, England",Univ Southampton,,,2000-01-01,CCC:000089326200030,,,,,
